,Text,Sentiment_value
372,excited umassfootball spring game tomorrow flagship valdamartbrower coach casula coachalexmiller fightma thecursiveu,1
373,hey adaredsox daily reminder red sox suck redsox yankees,-1
374,congratulations recipients provost professors professors shown exceptional achievement research creativity teaching hustle umassamherst,1
375,rt flagshipclub join like minded studentpreneur community flagship learn marketing amp entrepreneurship summer boot c,1
376,innings redsox bluejays point game season bos leading tor trailing,1
377,like green monster fenway house republicans supreme court defending america democrats domination grand slam look comes desantis bullpen redsox redsoxnation redsoxfanclub,1
378,bregman man gorillalacrosse x flagship,1
379,flagship ad deals flagship,1
380,drummond first year helm minutewomen finished regular season game winning streak rd best win percentage nationally flagship,1
381,day bruins teeny boppers whine fest around guy named ken dryden finals swept suffrage bruins redsox failures decades numbs pain current losses aged mature fan anymore,-1
382,season tickets home slate sale packages include ticket games mcguirk alumni stadium tbd neutral site contest uconn get today flagship,1
383,umassgives full opportunities support innovative sbs programs like umass anthro comparative primatology lab kasanka baboon project gift p et power hour today help program win extra prizes,1
384,bluejays redsox bot st alex verdugo doubles ground ball rf george springer hit ft mph kikuchi ip h pitches strikes,-1
385,guys congratulations justinblumenth ntichy flagship,1
386,rt umassbaseball sam hill continues hit parade two run two bagger e umass siena flagship,1
387,masataka yoshida extends hitting streak solo shot right redsox mlb,1
388,lints k side order allowing leadoff walk umass siena flagship,1
389,verdugo yoshida wong duran thunk redsox,-1
390,bealplzretire dingers amp dubs final redsox blue jays dirtywater,-1
391,yoshida ops april th may st redsox,-1
392,rt umassfootball go get em evandeck flagship,1
393,ianmbrowne wong betts trade looking better better dirtywater redsox,-1
394,bluejays redsox starting pitchers tor yusei kikuchi bos tanner houck first pitch pm venue fenway park mlb gameday,1
395,rt sbs umass umassuwil power hour et gift helps innovative leadership training,1
396,rt themassco talk got themassco banners ready spring game tailgate event amp players hope see,1
397,jared carrabis invite cape includes lobstah handle redsox dirtywater,1
398,coach timritchiewtd message umass xc track amp field family set alarms p today participate gifts challenge every gift counts matter size umassgives flagship,1
399,blessings abundance flagship,1
400,rt rsnstats asking one favor fans likes great see rsnstats notes really like sure,1
401,connor wong day redsox,1
402,okay arroyo see redsox dirtywater,0
403,defense leads end second quarter flagship,1
404,going row tonight redsox,-1
405,minutewomen lead going half flagship,-1
406,got barn burner going garber gorillalacrosse x flagship,-1
407,rt reneingoglia honor umassgives one greatest umassfootball players time great greg landry flagship,1
408,action field bluejays redsox,1
409,rt umasshockey check puck dropped day umassgives show support umass hockey next days giving,-1
410,many umassneurology generations one photo great time connecting old new friends aanam aan umass neurology neurotwitter umasschanneuro,1
411,yoshida hr redsox lead,1
412,looking back whitesox redsox winter meetings blockbuster,1
413,great themassco meeting tonight amp excited saturdays spring game tailgate pm lot amp mcguirk grass rain shine large tent open members non members amp ages umassmbb amp umasswbb attendance umass,1
414,teams compete go come compete team registration flagship,1
415,red sox connor wong goes batter box vs blue jays redsox rt,-1
416,gabriel procyk tough nails gorillalacrosse x flagship,1
417,gifts challenge calling umass baseball supporters show p amp help us win gifts challenge every gift matters umassgives flagship,1
418,redsox josh winckowski earns st career save,-1
419,rt gamblers world mlb action rossbenjamin amp dougupstone dish freepicks games bluejays redsox diamondbacks,1
420,rt sbs umass grateful support past two days umassgives huge success sbs r,1
421,sidekicks spring show nhstexans flagship texansatwork gene pike hatfieldelem sidekickssocial,1
422,connor wong couple homers single double arroyo masa homers team fun hell watch got dub soxkid redsox,1
423,message head coach sean clark umassgives flagship,1
424,sox take first vs toronto redsox,1
425,time umassjournalism umassgives power hour noon et power hour number gifts counts little help department win bonus give,1
426,nut history redsox come back yanks,1
427,rt umassbaseball friday morning baseball friday morning baseball st bonaventure st bonaventure n handler park mc,1
428,hey redsox fans enjoying game search cash rewards download temu use code lt gt get home run deal temuapp mlb,1
429,rt umassjournalism last day umassgives please help us raise funds umassjournalism students still time,1
430,bluejays redsox bot th masataka yoshida homers fly ball center field hit ft mph kikuchi ip h r k pitches strikes,-1
431,games home season redsox tanner houck gone era whip vs era whip road games,1
432,christian arroyo officially found swing love see redsox redsoxnation dirtywater,1
433,pantoja puts rbi double board put us within one umass gw flagship,1
434,retail luxury brands invest experiential flagship stores escape confines malls retail brands foreigners invest luxury fashion accessories experiential flagship stores escape malls china market herm,1
435,rt fightma kirsch umass commit likely due around season,0
436,hartford amherst mass earl lorden field p espn flagship,1
437,rt nesn think offense really carried club timwakefield sox start season tomcaron redsox,-1
438,rt umassonline come far come far congratulations beginning rest lives go get,1
439,bluejays redsox danny jansen swinging rhp tanner houck seq sl sl si sl sl mph slider,0
440,day left invest future umass hockey umassgives flagship,1
441,umassgives gift world librarians fund supports bloombox project w sbs spp umass amp umasschc students compact solar powered computer lab teachers amp students access educational materials give,1
442,rt peteabe redsox catchers third majors ops league average platoon mcguire wong worke,0
443,rt alumniumass thank alumni friends came together make umassgives tremendous success,1
444,redsox nation spans coast coast around world glad joined rsnstats wherever nation welcome,1
445,placed wlax second team conference squad flagship,1
446,rt umassbaseball got job done flagship,1
447,half way umassjournalism power hour given yet please contribute clicking give happy button payitforward umassjournalism umassgives showyoursupport helpstudentssucceed journalismmatters,-1
448,rt sportz nutt fantrax injury report running today analysis injury mntwins tyler mahle pe,-1
449,redsox umpire reviewed home run call bluejays zach pop upheld connor wong homers ft fly ball left bluejays zach pop tor bos bot,-1
450,rt umassmlacrosse thank sir may another tobin man gorillalacrosse x flagship,1
451,yes home run redsox,1
452,way umassgives gift brings us one step closer unlocking matching gift help students shine regional national competitions gain real world experience build community learn amp give today,1
453,days away college decision day may umass dining abundance academic opportunities celebrate admission decision us using hashtag umass tagging us posts umassamherst umass umassadmissions,1
454,addictsox worlds best mom redsox fan,1
455,join us umassgives edition twitter spaces special guests april p flagship,1
456,connor fucking wong game redsox,-1
457,wlax midfielder year amy moreau flagship,1
458,pantoja rbi scores whittier umass gets run back mc umass flagship,-1
459,dominican prospect redsox got astros last summer christian v zquez trade boom,1
460,obviously bought hat redsox,-1
461,want launch business dreams reality high school join studentpreneur community flagship mentorshipprogram youngentrepreneur startuplife entrepreneurmindsetbusinesseducation studentsuccess businessmentorship,1
