overall,reviewText,summary
1,Thought this had a place to store ashes. Guess I didn't read the details. But it showed up under necklace urns,Thought this had a place to store ashes. Guess ...
1,This was one of the cheapest looking necklaces I have ever bought! Do not buy this one!,One Star
1,"did not right at all, weird shape.",One Star
1,too small to wear on. but quality is good.,but quality is good.
1,These are horrible.  They wreak of chemicals.  They're made in China.  The inside of the zipper is rough and scratchy and the upper part of the boot is hard.. neither of these i would want to have up against a small child's leg.  These are terrible.  Not something I would put on my granddaughter.,Don't buy it
1,"Though they are slightly larger, they Do not seem any better quality than what can be found in the dollar store. They came bent in the wrong direction due to being squished into too small of a box. Definitely not worth the price!",they Do not seem any better quality than what can be found in the dollar ...
1,wayyyyy too tight ........gave them to a Kenyan local to wear....,One Star
1,Disapointing!  Flower petals mutilated and coming unglued from center.,Disapointing! Flower petals mutilated and coming unglued from center ...
1,The fabric is very rough on skin. It came with lots of wrinkles and when I was ironing it was like a worn out bad quality fabric. It is very overpriced and does not worth than $5-10! I was deceived by the reviews. I decided to return but the return is to China and I was supposed to pay for the return. I never buy from Mordenmiss!,Do not buy
1,"I bought an XXL, which it said was a US XL. It was too small for my mother, who wears a small or medium, depending on how it is cut.",Way too small.
1,When we ordered this costume the mask was not in the package.,One Star
1,super thin and not nice at all,Made cheap
1,So bad and cheap the face of the watch was cracked !!!!!!,One Star
1,Way too big and heavy,One Star
1,Chart for sizing is way off,One Star
1,Too small. A child would fit this. Does not accommodate any kind of curves.,Fits a child
1,"The style is all wrong here, it looks too much like a man purse.",Man purse alert 12:00!
1,One earring was fine but the other one was broken and had chipped paint,One Star
1,Not flattering,color will wash most people out
1,I had to send these shoes back as the size 3 does not have a strap as shown in the picture,I had to send these shoes back as the size ...
1,"Is posted as a D width, but does not come in a D.  Kind of deceiving.",One Star
1,"If your head is Huge, these Might fit.  Flowers are too large, too.",BIG !
1,Terrible design. top 10 shoes i ever had. No shape- no fit.,One Star
1,one word trash,One Star
1,Yikes! Neckline is super low and the dress is really tight!!,Neckline is super low and the dress is really tight
1,Doesn't even look like the picture in person. It's honestly a silver ring with ridges,One Star
1,"This material was awful and cheap. It feels like cheap dress pants from jr high. Theyre flowy, thin, somewhat see through (even navy), stretchy, etc. Im a dr and these are incredibly unprofessional. Theyre also huge. I was hoping for equivocal quality to Cherokee maternity scrubs but they weren't close to up to par. I would definitely get Cherokee if you want good size and material and look.",Cheap material
1,I ordered a 5T it was more like a 2T.,Runs small
1,Watch is beautiful and great moon phase for the price. Unfortunately my weekly hand broke from pressing the button. Never dropped or anything with the watch actually babied it but broke at 32 days so cant even get a refund.,Beautiful but mine was defective.
1,fabric too thin.. shows ur junk,One Star
1,Total crap paper thin t shirt. Size is vert small. Before the seller will refund the $9 I paid for the T-shirt they want to see a picture of the T-shirt next to a typically size t-shirt I don't know about you but if I was in the t-shirt business I'd figure that stuff out first. Anyway I'm not sending them pictures of the t-shirts it's too small the materials really fine and then if it doesn't it's not comfortable and the material is a scratchy kind of cotton so I I certainly wouldn't fight again customer service I was interested in fighting or other than resolving so I won't be doing business with them again either good luck,One Star
1,Didn't realize there were ankle cuffs at the top of the shoe. Not for me.,One Star
1,"I bought this for my 1 year old daughter who's being walking since she was 8 months old. The boot was the correct shoe size, however it is too tall (reaches her knees) and made it difficult for her to walk. I would not recommend this for kids under 2 years old.",Too tall
1,"Just terrible.
#1. Size XL would maybe fit Medium, but I doubt
#2. Dress is nothing like it looks. It's one of those things, you take out and look at it and just get shocked by looking at it and then by looking at the dress you received. Nothing, again nothing like on picture.

The dress you get is all lace and there is also a shorter solid color dress underneath, when is super-short. The pictures show a very full bottom and nothing is see-through. Well. It is all see-through on the bottom. Instead of looking classy, like on the picture. It looks more trashy. Not the look I was hoping for.",Really bad dress. Hate bad Chinese quality - nothing like on the picture! Get it right!
1,Very long case.,One Star
1,"After wearing these Vans an hour I could tell I might not be happy but decided to give them  a break in period. Still too tight after a full day. Now they are used and not sure what to do with them.. I ordered size 9, I always have in Vans and this is the first time a 9 is not comfortable. Tell me who wants to put on a pair of shoes in the morning, knowing they are to tight and not going to be comfortable all day. Actually now I consider them worthless and that I wasted a lot off money. What to do?",... an hour I could tell I might not be happy but decided to give them a break in period
